"block","plot","com","pool","uind","fdiv","light","sp","div","h.slope"
"B4","B4.Xb04","qs","X","B4.Xb04|i-10","D1","s","qs",1,2.23956043956044
"B4","B4.Xb04","qs","X","B4.Xb04|i-11","D1","s","qs",1,0.136363636363637
"B4","B4.Xb04","qs","X","B4.Xb04|i-12","D1","s","qs",1,0.758241758241758
"B4","B4.Xb04","qs","X","B4.Xb04|i-13","D1","s","qs",1,3.5032967032967
"B4","B4.Xb04","qs","X","B4.Xb04|i-14","D1","s","qs",1,4.74065934065934
"B4","B4.Xb04","qs","X","B4.Xb04|i-15","D1","s","qs",1,2.66153846153846
"B4","B4.Xb04","qs","X","B4.Xb04|i-16","D1","s","qs",1,1.41648351648352
"B1","B1.Xb07","qs|ss","X","B1.Xb07|i-02","D2","s","qs",2,-0.578431372549019
"B1","B1.Xb07","qs|ss","X","B1.Xb07|i-04","D2","s","qs",2,1.61642156862745
"B1","B1.Xb07","qs|ss","X","B1.Xb07|i-05","D2","s","qs",2,0.338235294117647
"B1","B1.Xb07","qs|ss","X","B1.Xb07|i-07","D2","s","qs",2,0.740196078431373
"B1","B1.Xb07","qs|ss","X","B1.Xb07|i-10","D2","s","qs",2,0.973039215686276
"B1","B1.Xb07","qs|ss","X","B1.Xb07|i-12","D2","s","qs",2,3.9093137254902
"B1","B1.Xb07","qs|ss","X","B1.Xb07|i-13","D2","s","qs",2,5.11764705882353
"B1","B1.Xb07","qs|ss","X","B1.Xb07|i-15","D2","s","qs",2,3.8921568627451
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-02","D2","s","qs",2,2.47549019607843
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-04","D2","s","qs",2,2.4656862745098
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-05","D2","s","qs",2,0.638480392156863
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-07","D2","s","qs",2,2.94642857142857
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-10","D2","s","qs",2,2.06617647058824
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-12","D2","s","qs",2,0.888480392156862
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-13","D2","s","qs",2,3.21691176470588
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-15","D2","s","qs",2,3.98897058823529
"B1","B1.Xb10","ch|qs","X","B1.Xb10|i-02","D2","s","qs",2,1.27472527472528
"B1","B1.Xb10","ch|qs","X","B1.Xb10|i-04","D2","s","qs",2,1.31740196078431
"B1","B1.Xb10","ch|qs","X","B1.Xb10|i-05","D2","s","qs",2,-0.285539215686275
"B1","B1.Xb10","ch|qs","X","B1.Xb10|i-07","D2","s","qs",2,0.0833333333333357
"B1","B1.Xb10","ch|qs","X","B1.Xb10|i-10","D2","s","qs",2,1.73406862745098
"B1","B1.Xb10","ch|qs","X","B1.Xb10|i-12","D2","s","qs",2,1.7843137254902
"B1","B1.Xb10","ch|qs","X","B1.Xb10|i-13","D2","s","qs",2,3.61764705882353
"B1","B1.Xb10","ch|qs","X","B1.Xb10|i-15","D2","s","qs",2,4.64705882352941
"B2","B2.Xb07","qs|ss","X","B2.Xb07|i-01","D2","s","qs",2,1.16911764705882
"B2","B2.Xb07","qs|ss","X","B2.Xb07|i-02","D2","s","qs",2,0.495098039215686
"B2","B2.Xb07","qs|ss","X","B2.Xb07|i-04","D2","s","qs",2,2.33823529411765
"B2","B2.Xb07","qs|ss","X","B2.Xb07|i-05","D2","s","qs",2,0.818627450980393
"B2","B2.Xb07","qs|ss","X","B2.Xb07|i-10","D2","s","qs",2,1.05882352941176
"B2","B2.Xb07","qs|ss","X","B2.Xb07|i-11","D2","s","qs",2,0.45
"B2","B2.Xb07","qs|ss","X","B2.Xb07|i-14","D2","s","qs",2,3.25490196078431
"B2","B2.Xb07","qs|ss","X","B2.Xb07|i-15","D2","s","qs",2,1.17892156862745
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-03","D2","s","qs",2,0.850490196078431
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-06","D2","s","qs",2,1.37622549019608
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-07","D2","s","qs",2,1.97794117647059
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-08","D2","s","qs",2,0.549999999999999
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-09","D2","s","qs",2,0.0131868131868128
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-12","D2","s","qs",2,6.59999999999999
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-13","D2","s","qs",2,3.8235294117647
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-16","D2","s","qs",2,2.76470588235294
"B2","B2.Xb10","ch|qs","X","B2.Xb10|i-01","D2","s","qs",2,4.77450980392157
"B2","B2.Xb10","ch|qs","X","B2.Xb10|i-02","D2","s","qs",2,5.32107843137255
"B2","B2.Xb10","ch|qs","X","B2.Xb10|i-04","D2","s","qs",2,2.82843137254902
"B2","B2.Xb10","ch|qs","X","B2.Xb10|i-05","D2","s","qs",2,0.191208791208792
"B2","B2.Xb10","ch|qs","X","B2.Xb10|i-10","D2","s","qs",2,2.36519607843137
"B2","B2.Xb10","ch|qs","X","B2.Xb10|i-11","D2","s","qs",2,2.27941176470588
"B2","B2.Xb10","ch|qs","X","B2.Xb10|i-14","D2","s","qs",2,0.83578431372549
"B2","B2.Xb10","ch|qs","X","B2.Xb10|i-15","D2","s","qs",2,3
"B3","B3.Xb07","qs|ss","X","B3.Xb07|i-01","D2","s","qs",2,1.1875
"B3","B3.Xb07","qs|ss","X","B3.Xb07|i-02","D2","s","qs",2,2.00735294117647
"B3","B3.Xb07","qs|ss","X","B3.Xb07|i-04","D2","s","qs",2,0.666666666666666
"B3","B3.Xb07","qs|ss","X","B3.Xb07|i-05","D2","s","qs",2,1.07475490196078
"B3","B3.Xb07","qs|ss","X","B3.Xb07|i-10","D2","s","qs",2,1.49019607843137
"B3","B3.Xb07","qs|ss","X","B3.Xb07|i-11","D2","s","qs",2,2.29166666666667
"B3","B3.Xb07","qs|ss","X","B3.Xb07|i-14","D2","s","qs",2,3.16911764705882
"B3","B3.Xb07","qs|ss","X","B3.Xb07|i-15","D2","s","qs",2,3.64950980392157
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-03","D2","s","qs",2,1.72426470588235
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-06","D2","s","qs",2,1.09340659340659
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-07","D2","s","qs",2,2.33088235294118
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-08","D2","s","qs",2,1.01960784313725
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-09","D2","s","qs",2,2.19607843137255
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-12","D2","s","qs",2,2.12867647058824
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-13","D2","s","qs",2,1.93259803921569
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-16","D2","s","qs",2,4.53431372549019
"B3","B3.Xb10","ch|qs","X","B3.Xb10|i-01","D2","s","qs",2,4.44362745098039
"B3","B3.Xb10","ch|qs","X","B3.Xb10|i-02","D2","s","qs",2,0.542857142857142
"B3","B3.Xb10","ch|qs","X","B3.Xb10|i-04","D2","s","qs",2,2.78921568627451
"B3","B3.Xb10","ch|qs","X","B3.Xb10|i-05","D2","s","qs",2,3.67892156862745
"B3","B3.Xb10","ch|qs","X","B3.Xb10|i-10","D2","s","qs",2,0.980392156862745
"B3","B3.Xb10","ch|qs","X","B3.Xb10|i-11","D2","s","qs",2,2.12990196078431
"B3","B3.Xb10","ch|qs","X","B3.Xb10|i-14","D2","s","qs",2,3.83088235294118
"B3","B3.Xb10","ch|qs","X","B3.Xb10|i-15","D2","s","qs",2,3.24264705882353
"B4","B4.Xb07","qs|ss","X","B4.Xb07|i-01","D2","s","qs",2,0.536263736263737
"B4","B4.Xb07","qs|ss","X","B4.Xb07|i-02","D2","s","qs",2,2.8054945054945
"B4","B4.Xb07","qs|ss","X","B4.Xb07|i-04","D2","s","qs",2,0.274725274725275
"B4","B4.Xb07","qs|ss","X","B4.Xb07|i-07","D2","s","qs",2,0.2
"B4","B4.Xb07","qs|ss","X","B4.Xb07|i-09","D2","s","qs",2,3.28021978021978
"B4","B4.Xb07","qs|ss","X","B4.Xb07|i-11","D2","s","qs",2,0.917521704814522
"B4","B4.Xb07","qs|ss","X","B4.Xb07|i-12","D2","s","qs",2,1.45274725274725
"B4","B4.Xb07","qs|ss","X","B4.Xb07|i-15","D2","s","qs",2,1.65384615384615
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-01","D2","s","qs",2,0.428571428571427
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-02","D2","s","qs",2,0.600000000000001
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-04","D2","s","qs",2,0.3
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-07","D2","s","qs",2,-0.6
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-09","D2","s","qs",2,0.421978021978022
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-11","D2","s","qs",2,2.55604395604396
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-12","D2","s","qs",2,1.76043956043956
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-15","D2","s","qs",2,1.4021978021978
"B4","B4.Xb10","ch|qs","X","B4.Xb10|i-01","D2","s","qs",2,-0.0604395604395614
"B4","B4.Xb10","ch|qs","X","B4.Xb10|i-02","D2","s","qs",2,-0.0549450549450552
"B4","B4.Xb10","ch|qs","X","B4.Xb10|i-04","D2","s","qs",2,-2.48638163293352e-15
"B4","B4.Xb10","ch|qs","X","B4.Xb10|i-07","D2","s","qs",2,-0.0109890109890111
"B4","B4.Xb10","ch|qs","X","B4.Xb10|i-09","D2","s","qs",2,2.88681318681319
"B4","B4.Xb10","ch|qs","X","B4.Xb10|i-11","D2","s","qs",2,0.839560439560439
"B4","B4.Xb10","ch|qs","X","B4.Xb10|i-12","D2","s","qs",2,0.0504926108374386
"B4","B4.Xb10","ch|qs","X","B4.Xb10|i-15","D2","s","qs",2,3.21487603305785
"B1","B1.Xb11","ch|ed|qs|ss","X","B1.Xb11|i-03","D4","s","qs",4,0.682598039215687
"B1","B1.Xb11","ch|ed|qs|ss","X","B1.Xb11|i-06","D4","s","qs",4,0.751225490196078
"B1","B1.Xb11","ch|ed|qs|ss","X","B1.Xb11|i-09","D4","s","qs",4,0.583333333333333
"B1","B1.Xb11","ch|ed|qs|ss","X","B1.Xb11|i-16","D4","s","qs",4,2.92888743241029
"B2","B2.Xb11","ch|ed|qs|ss","X","B2.Xb11|i-01","D4","s","qs",4,0.36188811188811
"B2","B2.Xb11","ch|ed|qs|ss","X","B2.Xb11|i-02","D4","s","qs",4,3.00980392156863
"B2","B2.Xb11","ch|ed|qs|ss","X","B2.Xb11|i-08","D4","s","qs",4,0.410714285714286
"B2","B2.Xb11","ch|ed|qs|ss","X","B2.Xb11|i-11","D4","s","qs",4,3.00490196078431
"B3","B3.Xb11","ch|ed|qs|ss","X","B3.Xb11|i-08","D4","s","qs",4,2.5
"B3","B3.Xb11","ch|ed|qs|ss","X","B3.Xb11|i-11","D4","s","qs",4,1.53676470588235
"B3","B3.Xb11","ch|ed|qs|ss","X","B3.Xb11|i-12","D4","s","qs",4,1.29901960784314
"B3","B3.Xb11","ch|ed|qs|ss","X","B3.Xb11|i-15","D4","s","qs",4,3.10049019607843
"B4","B4.Xb11","ch|ed|qs|ss","X","B4.Xb11|i-09","D4","s","qs",4,0.624175824175825
"B4","B4.Xb11","ch|ed|qs|ss","X","B4.Xb11|i-11","D4","s","qs",4,0.854945054945054
"B4","B4.Xb11","ch|ed|qs|ss","X","B4.Xb11|i-14","D4","s","qs",4,2.02637362637363
"B4","B4.Xb11","ch|ed|qs|ss","X","B4.Xb11|i-16","D4","s","qs",4,-0.586813186813187
"B1","B1.Za04","sm","Z","B1.Za04|i-01","D1","c","sm",1,4.26225490196078
"B1","B1.Za04","sm","Z","B1.Za04|i-02","D1","c","sm",1,10.2892156862745
"B1","B1.Za04","sm","Z","B1.Za04|i-03","D1","c","sm",1,10.4093137254902
"B1","B1.Za04","sm","Z","B1.Za04|i-04","D1","c","sm",1,8.66421568627451
"B1","B1.Za04","sm","Z","B1.Za04|i-05","D1","c","sm",1,6.91421568627451
"B1","B1.Za04","sm","Z","B1.Za04|i-06","D1","c","sm",1,9.80759803921568
"B1","B1.Za04","sm","Z","B1.Za04|i-07","D1","c","sm",1,8.18627450980392
"B1","B1.Za04","sm","Z","B1.Za04|i-08","D1","c","sm",1,8.94362745098039
"B1","B1.Za04","sm","Z","B1.Za04|i-09","D1","c","sm",1,8.95220588235294
"B1","B1.Za04","sm","Z","B1.Za04|i-10","D1","c","sm",1,7.39828431372549
"B1","B1.Za04","sm","Z","B1.Za04|i-11","D1","c","sm",1,4.25980392156862
"B1","B1.Za04","sm","Z","B1.Za04|i-12","D1","c","sm",1,4.43627450980392
"B1","B1.Za04","sm","Z","B1.Za04|i-13","D1","c","sm",1,11.1446078431373
"B1","B1.Za04","sm","Z","B1.Za04|i-14","D1","c","sm",1,7.31617647058823
"B1","B1.Za04","sm","Z","B1.Za04|i-15","D1","c","sm",1,9.87990196078431
"B1","B1.Za04","sm","Z","B1.Za04|i-16","D1","c","sm",1,7.48651960784314
"B3","B3.Za04","sm","Z","B3.Za04|i-01","D1","c","sm",1,9.65931372549019
"B3","B3.Za04","sm","Z","B3.Za04|i-02","D1","c","sm",1,8.6531862745098
"B3","B3.Za04","sm","Z","B3.Za04|i-03","D1","c","sm",1,10.7254901960784
"B3","B3.Za04","sm","Z","B3.Za04|i-04","D1","c","sm",1,7.39828431372549
"B3","B3.Za04","sm","Z","B3.Za04|i-05","D1","c","sm",1,6.42647058823529
"B3","B3.Za04","sm","Z","B3.Za04|i-06","D1","c","sm",1,11.4754901960784
"B3","B3.Za04","sm","Z","B3.Za04|i-07","D1","c","sm",1,9.4093137254902
"B3","B3.Za04","sm","Z","B3.Za04|i-08","D1","c","sm",1,9.24019607843137
"B3","B3.Za04","sm","Z","B3.Za04|i-09","D1","c","sm",1,3.64460784313725
"B3","B3.Za04","sm","Z","B3.Za04|i-10","D1","c","sm",1,9.52450980392157
"B3","B3.Za04","sm","Z","B3.Za04|i-11","D1","c","sm",1,8.49754901960785
"B3","B3.Za04","sm","Z","B3.Za04|i-12","D1","c","sm",1,10.1997549019608
"B3","B3.Za04","sm","Z","B3.Za04|i-13","D1","c","sm",1,9.1875
"B3","B3.Za04","sm","Z","B3.Za04|i-14","D1","c","sm",1,8.41176470588235
"B3","B3.Za04","sm","Z","B3.Za04|i-15","D1","c","sm",1,11.4313725490196
"B3","B3.Za04","sm","Z","B3.Za04|i-16","D1","c","sm",1,10.0049019607843
"B4","B4.Za04","sm","Z","B4.Za04|i-01","D1","c","sm",1,4.35274725274725
"B4","B4.Za04","sm","Z","B4.Za04|i-02","D1","c","sm",1,10.7362637362637
"B4","B4.Za04","sm","Z","B4.Za04|i-03","D1","c","sm",1,7.07912087912088
"B4","B4.Za04","sm","Z","B4.Za04|i-04","D1","c","sm",1,3.17362637362637
"B4","B4.Za04","sm","Z","B4.Za04|i-05","D1","c","sm",1,6.11208791208791
"B4","B4.Za04","sm","Z","B4.Za04|i-06","D1","c","sm",1,3.16923076923077
"B4","B4.Za04","sm","Z","B4.Za04|i-07","D1","c","sm",1,5.31428571428571
"B4","B4.Za04","sm","Z","B4.Za04|i-08","D1","c","sm",1,6.18461538461538
"B4","B4.Za04","sm","Z","B4.Za04|i-09","D1","c","sm",1,7.12197802197802
"B4","B4.Za04","sm","Z","B4.Za04|i-10","D1","c","sm",1,0.351648351648351
"B4","B4.Za04","sm","Z","B4.Za04|i-11","D1","c","sm",1,1.5032967032967
"B4","B4.Za04","sm","Z","B4.Za04|i-12","D1","c","sm",1,9.26043956043956
"B4","B4.Za04","sm","Z","B4.Za04|i-13","D1","c","sm",1,5.04065934065934
"B4","B4.Za04","sm","Z","B4.Za04|i-14","D1","c","sm",1,4.99999999999999
"B4","B4.Za04","sm","Z","B4.Za04|i-15","D1","c","sm",1,10.4197802197802
"B4","B4.Za04","sm","Z","B4.Za04|i-16","D1","c","sm",1,6.43076923076923
"B1","B1.Za07","lg|sm","Z","B1.Za07|i-02","D2","c","sm",2,6.2843137254902
"B1","B1.Za07","lg|sm","Z","B1.Za07|i-04","D2","c","sm",2,11.0625
"B1","B1.Za07","lg|sm","Z","B1.Za07|i-05","D2","c","sm",2,12.0686274509804
"B1","B1.Za07","lg|sm","Z","B1.Za07|i-07","D2","c","sm",2,8.60049019607843
"B1","B1.Za07","lg|sm","Z","B1.Za07|i-10","D2","c","sm",2,9.94607843137255
"B1","B1.Za07","lg|sm","Z","B1.Za07|i-12","D2","c","sm",2,9.08455882352941
"B1","B1.Za07","lg|sm","Z","B1.Za07|i-13","D2","c","sm",2,6.76470588235294
"B1","B1.Za07","lg|sm","Z","B1.Za07|i-15","D2","c","sm",2,5.90686274509804
"B1","B1.Za09","cm|sm","Z","B1.Za09|i-02","D2","c","sm",2,6.06862745098039
"B1","B1.Za09","cm|sm","Z","B1.Za09|i-04","D2","c","sm",2,13.1029411764706
"B1","B1.Za09","cm|sm","Z","B1.Za09|i-05","D2","c","sm",2,6.67892156862745
"B1","B1.Za09","cm|sm","Z","B1.Za09|i-07","D2","c","sm",2,5.85416666666667
"B1","B1.Za09","cm|sm","Z","B1.Za09|i-10","D2","c","sm",2,8.13235294117647
"B1","B1.Za09","cm|sm","Z","B1.Za09|i-12","D2","c","sm",2,4.34068627450981
"B1","B1.Za09","cm|sm","Z","B1.Za09|i-13","D2","c","sm",2,1.48749154834348
"B1","B1.Za09","cm|sm","Z","B1.Za09|i-15","D2","c","sm",2,9.20588235294118
"B1","B1.Za10","cs|sm","Z","B1.Za10|i-02","D2","c","sm",2,12.1789215686275
"B1","B1.Za10","cs|sm","Z","B1.Za10|i-04","D2","c","sm",2,NA
"B1","B1.Za10","cs|sm","Z","B1.Za10|i-05","D2","c","sm",2,11.25
"B1","B1.Za10","cs|sm","Z","B1.Za10|i-07","D2","c","sm",2,13.3063725490196
"B1","B1.Za10","cs|sm","Z","B1.Za10|i-10","D2","c","sm",2,10.2549019607843
"B1","B1.Za10","cs|sm","Z","B1.Za10|i-12","D2","c","sm",2,13.3259803921569
"B1","B1.Za10","cs|sm","Z","B1.Za10|i-13","D2","c","sm",2,9.45833333333333
"B1","B1.Za10","cs|sm","Z","B1.Za10|i-15","D2","c","sm",2,5.37745098039216
"B2","B2.Za07","lg|sm","Z","B2.Za07|i-03","D2","c","sm",2,9.3296568627451
"B2","B2.Za07","lg|sm","Z","B2.Za07|i-06","D2","c","sm",2,11.2867647058824
"B2","B2.Za07","lg|sm","Z","B2.Za07|i-07","D2","c","sm",2,9.85294117647059
"B2","B2.Za07","lg|sm","Z","B2.Za07|i-08","D2","c","sm",2,10.2242647058824
"B2","B2.Za07","lg|sm","Z","B2.Za07|i-09","D2","c","sm",2,10.8958333333333
"B2","B2.Za07","lg|sm","Z","B2.Za07|i-12","D2","c","sm",2,10.8112745098039
"B2","B2.Za07","lg|sm","Z","B2.Za07|i-13","D2","c","sm",2,8.94240196078431
"B2","B2.Za07","lg|sm","Z","B2.Za07|i-16","D2","c","sm",2,9.17279411764705
"B2","B2.Za09","cm|sm","Z","B2.Za09|i-01","D2","c","sm",2,6.5453431372549
"B2","B2.Za09","cm|sm","Z","B2.Za09|i-02","D2","c","sm",2,9.44975490196078
"B2","B2.Za09","cm|sm","Z","B2.Za09|i-04","D2","c","sm",2,10.4901960784314
"B2","B2.Za09","cm|sm","Z","B2.Za09|i-05","D2","c","sm",2,7.83455882352941
"B2","B2.Za09","cm|sm","Z","B2.Za09|i-10","D2","c","sm",2,9.12745098039215
"B2","B2.Za09","cm|sm","Z","B2.Za09|i-11","D2","c","sm",2,8.30637254901961
"B2","B2.Za09","cm|sm","Z","B2.Za09|i-14","D2","c","sm",2,6.11642156862745
"B2","B2.Za09","cm|sm","Z","B2.Za09|i-15","D2","c","sm",2,10.1875
"B2","B2.Za10","cs|sm","Z","B2.Za10|i-01","D2","c","sm",2,8.65686274509804
"B2","B2.Za10","cs|sm","Z","B2.Za10|i-02","D2","c","sm",2,11.1924019607843
"B2","B2.Za10","cs|sm","Z","B2.Za10|i-04","D2","c","sm",2,7.07598039215686
"B2","B2.Za10","cs|sm","Z","B2.Za10|i-05","D2","c","sm",2,9.67279411764705
"B2","B2.Za10","cs|sm","Z","B2.Za10|i-10","D2","c","sm",2,13.3382352941176
"B2","B2.Za10","cs|sm","Z","B2.Za10|i-11","D2","c","sm",2,11.1960784313725
"B2","B2.Za10","cs|sm","Z","B2.Za10|i-14","D2","c","sm",2,9.89460784313725
"B2","B2.Za10","cs|sm","Z","B2.Za10|i-15","D2","c","sm",2,11.1127450980392
"B3","B3.Za07","lg|sm","Z","B3.Za07|i-01","D2","c","sm",2,13.1691176470588
"B3","B3.Za07","lg|sm","Z","B3.Za07|i-02","D2","c","sm",2,9.91911764705882
"B3","B3.Za07","lg|sm","Z","B3.Za07|i-04","D2","c","sm",2,10.7879901960784
"B3","B3.Za07","lg|sm","Z","B3.Za07|i-05","D2","c","sm",2,11.9767156862745
"B3","B3.Za07","lg|sm","Z","B3.Za07|i-10","D2","c","sm",2,7.19117647058824
"B3","B3.Za07","lg|sm","Z","B3.Za07|i-11","D2","c","sm",2,9.26960784313725
"B3","B3.Za07","lg|sm","Z","B3.Za07|i-14","D2","c","sm",2,7.60539215686274
"B3","B3.Za07","lg|sm","Z","B3.Za07|i-15","D2","c","sm",2,10.1299019607843
"B3","B3.Za09","cm|sm","Z","B3.Za09|i-02","D2","c","sm",2,7.84803921568628
"B3","B3.Za09","cm|sm","Z","B3.Za09|i-03","D2","c","sm",2,6.13480392156863
"B3","B3.Za09","cm|sm","Z","B3.Za09|i-06","D2","c","sm",2,10.0147058823529
"B3","B3.Za09","cm|sm","Z","B3.Za09|i-07","D2","c","sm",2,4.14093137254902
"B3","B3.Za09","cm|sm","Z","B3.Za09|i-12","D2","c","sm",2,9.28186274509804
"B3","B3.Za09","cm|sm","Z","B3.Za09|i-13","D2","c","sm",2,10.1519607843137
"B3","B3.Za09","cm|sm","Z","B3.Za09|i-15","D2","c","sm",2,10.1617647058824
"B3","B3.Za09","cm|sm","Z","B3.Za09|i-16","D2","c","sm",2,10.2794117647059
"B3","B3.Za10","cs|sm","Z","B3.Za10|i-03","D2","c","sm",2,9.23529411764706
"B3","B3.Za10","cs|sm","Z","B3.Za10|i-06","D2","c","sm",2,7.1703431372549
"B3","B3.Za10","cs|sm","Z","B3.Za10|i-07","D2","c","sm",2,9.98897058823529
"B3","B3.Za10","cs|sm","Z","B3.Za10|i-08","D2","c","sm",2,8.4828431372549
"B3","B3.Za10","cs|sm","Z","B3.Za10|i-09","D2","c","sm",2,8.81617647058823
"B3","B3.Za10","cs|sm","Z","B3.Za10|i-12","D2","c","sm",2,2.80392156862745
"B3","B3.Za10","cs|sm","Z","B3.Za10|i-13","D2","c","sm",2,6.54411764705882
"B3","B3.Za10","cs|sm","Z","B3.Za10|i-16","D2","c","sm",2,10.6024509803922
"B4","B4.Za07","lg|sm","Z","B4.Za07|i-01","D2","c","sm",2,2.28131868131868
"B4","B4.Za07","lg|sm","Z","B4.Za07|i-02","D2","c","sm",2,7.09230769230769
"B4","B4.Za07","lg|sm","Z","B4.Za07|i-04","D2","c","sm",2,2.84065934065934
"B4","B4.Za07","lg|sm","Z","B4.Za07|i-07","D2","c","sm",2,0.248351648351647
"B4","B4.Za07","lg|sm","Z","B4.Za07|i-09","D2","c","sm",2,5.66043956043956
"B4","B4.Za07","lg|sm","Z","B4.Za07|i-11","D2","c","sm",2,4.12087912087912
"B4","B4.Za07","lg|sm","Z","B4.Za07|i-12","D2","c","sm",2,7.22087912087912
"B4","B4.Za07","lg|sm","Z","B4.Za07|i-15","D2","c","sm",2,5.39450549450549
"B4","B4.Za09","cm|sm","Z","B4.Za09|i-01","D2","c","sm",2,6.86813186813187
"B4","B4.Za09","cm|sm","Z","B4.Za09|i-02","D2","c","sm",2,6.30769230769231
"B4","B4.Za09","cm|sm","Z","B4.Za09|i-04","D2","c","sm",2,8.05274725274725
"B4","B4.Za09","cm|sm","Z","B4.Za09|i-07","D2","c","sm",2,5.98776637726914
"B4","B4.Za09","cm|sm","Z","B4.Za09|i-09","D2","c","sm",2,4.87252747252747
"B4","B4.Za09","cm|sm","Z","B4.Za09|i-11","D2","c","sm",2,6.20659340659341
"B4","B4.Za09","cm|sm","Z","B4.Za09|i-12","D2","c","sm",2,2.15384615384615
"B4","B4.Za09","cm|sm","Z","B4.Za09|i-15","D2","c","sm",2,7.91648351648352
"B4","B4.Za10","cs|sm","Z","B4.Za10|i-01","D2","c","sm",2,5.26043956043956
"B4","B4.Za10","cs|sm","Z","B4.Za10|i-02","D2","c","sm",2,6.04835164835165
"B4","B4.Za10","cs|sm","Z","B4.Za10|i-04","D2","c","sm",2,9.31978021978022
"B4","B4.Za10","cs|sm","Z","B4.Za10|i-07","D2","c","sm",2,6.72857142857143
"B4","B4.Za10","cs|sm","Z","B4.Za10|i-09","D2","c","sm",2,5.24395604395604
"B4","B4.Za10","cs|sm","Z","B4.Za10|i-11","D2","c","sm",2,5.81978021978022
"B4","B4.Za10","cs|sm","Z","B4.Za10|i-12","D2","c","sm",2,2.03736263736264
"B4","B4.Za10","cs|sm","Z","B4.Za10|i-15","D2","c","sm",2,6.57362637362637
"B1","B1.Za11","cm|cs|lg|sm","Z","B1.Za11|i-03","D4","c","sm",4,7.23039215686274
"B1","B1.Za11","cm|cs|lg|sm","Z","B1.Za11|i-06","D4","c","sm",4,3.7045715222022
"B1","B1.Za11","cm|cs|lg|sm","Z","B1.Za11|i-09","D4","c","sm",4,8.99264705882353
"B1","B1.Za11","cm|cs|lg|sm","Z","B1.Za11|i-16","D4","c","sm",4,9.58333333333333
"B2","B2.Za11","cm|cs|lg|sm","Z","B2.Za11|i-05","D4","c","sm",4,5.15931372549019
"B2","B2.Za11","cm|cs|lg|sm","Z","B2.Za11|i-10","D4","c","sm",4,4.11151960784314
"B2","B2.Za11","cm|cs|lg|sm","Z","B2.Za11|i-14","D4","c","sm",4,4.43872549019608
"B2","B2.Za11","cm|cs|lg|sm","Z","B2.Za11|i-16","D4","c","sm",4,4.61029411764706
"B3","B3.Za11","cm|cs|lg|sm","Z","B3.Za11|i-04","D4","c","sm",4,6.50980392156862
"B3","B3.Za11","cm|cs|lg|sm","Z","B3.Za11|i-07","D4","c","sm",4,9.7953431372549
"B3","B3.Za11","cm|cs|lg|sm","Z","B3.Za11|i-13","D4","c","sm",4,8.01838235294118
"B3","B3.Za11","cm|cs|lg|sm","Z","B3.Za11|i-16","D4","c","sm",4,7.37254901960785
"B4","B4.Za11","cm|cs|lg|sm","Z","B4.Za11|i-01","D4","c","sm",4,9.96483516483516
"B4","B4.Za11","cm|cs|lg|sm","Z","B4.Za11|i-02","D4","c","sm",4,6.52087912087912
"B4","B4.Za11","cm|cs|lg|sm","Z","B4.Za11|i-06","D4","c","sm",4,8.03956043956044
"B4","B4.Za11","cm|cs|lg|sm","Z","B4.Za11|i-13","D4","c","sm",4,7.65274725274725
"B1","B1.Zb04","sm","Z","B1.Zb04|i-01","D1","s","sm",1,4.67156862745098
"B1","B1.Zb04","sm","Z","B1.Zb04|i-02","D1","s","sm",1,3.56985294117647
"B1","B1.Zb04","sm","Z","B1.Zb04|i-03","D1","s","sm",1,8.06127450980392
